filepath,label,is_background
train\0415c3_0-imgslice.111.5.jpg,0,0
train\0415c3_0-imgslice.111.6.jpg,0,0
train\0415c3_0-imgslice.111.7.jpg,0,0
train\0415c3_0-imgslice.111.8.jpg,0,0
train\0415c3_0-imgslice.111.9.jpg,0,0
train\0415c3_0-imgslice.112.0.jpg,0,0
train\0415c3_0-imgslice.112.1.jpg,0,0
train\0415c3_0-imgslice.112.10.jpg,0,1
train\0415c3_0-imgslice.112.11.jpg,0,1
train\0415c3_0-imgslice.112.12.jpg,0,1
train\0415c3_0-imgslice.112.13.jpg,0,1
train\0415c3_0-imgslice.112.14.jpg,0,1
train\0415c3_0-imgslice.112.15.jpg,0,0
train\0415c3_0-imgslice.112.16.jpg,0,0
train\0415c3_0-imgslice.112.17.jpg,0,0
train\0415c3_0-imgslice.112.18.jpg,0,0
train\0415c3_0-imgslice.112.19.jpg,0,0
train\0415c3_0-imgslice.112.2.jpg,0,0
train\0415c3_0-imgslice.112.20.jpg,0,0
train\0415c3_0-imgslice.112.21.jpg,0,0
train\0415c3_0-imgslice.112.22.jpg,0,0
train\0415c3_0-imgslice.112.23.jpg,0,0
train\0415c3_0-imgslice.112.24.jpg,0,0
train\0415c3_0-imgslice.112.25.jpg,0,0
train\0415c3_0-imgslice.112.26.jpg,0,0
train\0415c3_0-imgslice.112.27.jpg,0,0
train\0415c3_0-imgslice.112.28.jpg,0,0
train\0415c3_0-imgslice.112.3.jpg,0,0
train\0415c3_0-imgslice.112.4.jpg,0,0
train\0415c3_0-imgslice.112.5.jpg,0,0
train\0415c3_0-imgslice.112.6.jpg,0,0
train\0415c3_0-imgslice.112.7.jpg,0,0
train\0415c3_0-imgslice.112.8.jpg,0,0
train\0415c3_0-imgslice.112.9.jpg,0,0
train\0415c3_0-imgslice.113.0.jpg,0,0
train\0415c3_0-imgslice.113.1.jpg,0,0
train\0415c3_0-imgslice.113.10.jpg,0,1
train\0415c3_0-imgslice.113.11.jpg,0,1
train\0415c3_0-imgslice.113.12.jpg,0,1
train\0415c3_0-imgslice.113.13.jpg,0,1
train\0415c3_0-imgslice.113.14.jpg,0,1
train\0415c3_0-imgslice.113.15.jpg,0,0
train\0415c3_0-imgslice.113.16.jpg,0,0
train\0415c3_0-imgslice.113.17.jpg,0,0
train\0415c3_0-imgslice.113.18.jpg,0,0
train\0415c3_0-imgslice.113.19.jpg,0,0
train\0415c3_0-imgslice.113.2.jpg,0,0
train\0415c3_0-imgslice.113.20.jpg,0,0
train\0415c3_0-imgslice.113.21.jpg,0,0
train\0415c3_0-imgslice.113.22.jpg,0,0
train\0415c3_0-imgslice.113.23.jpg,0,0
train\0415c3_0-imgslice.113.24.jpg,0,0
train\0415c3_0-imgslice.113.25.jpg,0,0
train\0415c3_0-imgslice.113.26.jpg,0,0
train\0415c3_0-imgslice.113.27.jpg,0,0
train\0415c3_0-imgslice.113.28.jpg,0,0
train\0415c3_0-imgslice.113.3.jpg,0,0
train\0415c3_0-imgslice.113.4.jpg,0,0
train\0415c3_0-imgslice.113.5.jpg,0,0
train\0415c3_0-imgslice.113.6.jpg,0,0
train\0415c3_0-imgslice.113.7.jpg,0,0
train\0415c3_0-imgslice.113.8.jpg,0,0
train\0415c3_0-imgslice.113.9.jpg,0,1
train\0415c3_0-imgslice.114.0.jpg,0,0
train\0415c3_0-imgslice.114.1.jpg,0,0
train\0415c3_0-imgslice.114.10.jpg,0,0
train\0415c3_0-imgslice.114.11.jpg,0,1
train\0415c3_0-imgslice.114.12.jpg,0,1
train\0415c3_0-imgslice.114.13.jpg,0,1
train\0415c3_0-imgslice.114.14.jpg,0,1
train\0415c3_0-imgslice.114.15.jpg,0,0
train\0415c3_0-imgslice.114.16.jpg,0,0
train\0415c3_0-imgslice.114.17.jpg,0,0
train\0415c3_0-imgslice.114.18.jpg,0,0
train\0415c3_0-imgslice.114.19.jpg,0,0
train\0415c3_0-imgslice.114.2.jpg,0,0
train\0415c3_0-imgslice.114.20.jpg,0,0
train\0415c3_0-imgslice.114.21.jpg,0,0
train\0415c3_0-imgslice.114.22.jpg,0,0
train\0415c3_0-imgslice.114.23.jpg,0,0
train\0415c3_0-imgslice.114.24.jpg,0,0
train\0415c3_0-imgslice.114.25.jpg,0,0
train\0415c3_0-imgslice.114.26.jpg,0,0
train\0415c3_0-imgslice.114.27.jpg,0,0
train\0415c3_0-imgslice.114.28.jpg,0,0
train\0415c3_0-imgslice.114.3.jpg,0,0
train\0415c3_0-imgslice.114.4.jpg,0,0
train\0415c3_0-imgslice.114.5.jpg,0,0
train\0415c3_0-imgslice.114.6.jpg,0,0
train\0415c3_0-imgslice.114.7.jpg,0,0
train\0415c3_0-imgslice.114.8.jpg,0,0
train\0415c3_0-imgslice.114.9.jpg,0,0
train\0415c3_0-imgslice.12.0.jpg,0,0
train\0415c3_0-imgslice.12.1.jpg,0,0
train\0415c3_0-imgslice.12.10.jpg,0,0
train\0415c3_0-imgslice.12.11.jpg,0,0
train\0415c3_0-imgslice.12.12.jpg,0,1
train\0415c3_0-imgslice.12.13.jpg,0,1
train\0415c3_0-imgslice.12.14.jpg,0,1
train\0415c3_0-imgslice.12.15.jpg,0,1
train\0415c3_0-imgslice.12.16.jpg,0,1
train\0415c3_0-imgslice.12.17.jpg,0,1
train\0415c3_0-imgslice.12.18.jpg,0,1
train\0415c3_0-imgslice.12.19.jpg,0,1
train\0415c3_0-imgslice.12.2.jpg,0,0
train\0415c3_0-imgslice.12.20.jpg,0,1
train\0415c3_0-imgslice.12.21.jpg,0,1
train\0415c3_0-imgslice.12.22.jpg,0,1
train\0415c3_0-imgslice.12.23.jpg,0,1
train\0415c3_0-imgslice.12.24.jpg,0,1
train\0415c3_0-imgslice.12.25.jpg,0,0
train\0415c3_0-imgslice.12.26.jpg,0,0
train\0415c3_0-imgslice.12.27.jpg,0,0
train\0415c3_0-imgslice.12.28.jpg,0,0
train\0415c3_0-imgslice.12.3.jpg,0,0
train\0415c3_0-imgslice.12.4.jpg,0,0
train\0415c3_0-imgslice.12.5.jpg,0,0
train\0415c3_0-imgslice.12.6.jpg,0,0
train\0415c3_0-imgslice.12.7.jpg,0,0
train\0415c3_0-imgslice.12.8.jpg,0,0
train\0415c3_0-imgslice.12.9.jpg,0,0
train\0415c3_0-imgslice.13.0.jpg,0,0
train\0415c3_0-imgslice.13.1.jpg,0,0
train\0415c3_0-imgslice.13.10.jpg,0,1
train\0415c3_0-imgslice.13.11.jpg,0,1
train\0415c3_0-imgslice.13.12.jpg,0,1
train\0415c3_0-imgslice.13.13.jpg,0,1
train\0415c3_0-imgslice.13.14.jpg,0,1
train\0415c3_0-imgslice.13.15.jpg,0,1
train\0415c3_0-imgslice.13.16.jpg,0,1
train\0415c3_0-imgslice.13.17.jpg,0,0
train\0415c3_0-imgslice.13.18.jpg,0,0
train\0415c3_0-imgslice.13.19.jpg,0,0
train\0415c3_0-imgslice.13.2.jpg,0,0
train\0415c3_0-imgslice.13.20.jpg,0,0
train\0415c3_0-imgslice.13.21.jpg,0,0
train\0415c3_0-imgslice.13.22.jpg,0,1
train\0415c3_0-imgslice.13.23.jpg,0,0
train\0415c3_0-imgslice.13.24.jpg,0,0
train\0415c3_0-imgslice.13.25.jpg,0,0
train\0415c3_0-imgslice.13.26.jpg,0,0
train\0415c3_0-imgslice.13.27.jpg,0,0
train\0415c3_0-imgslice.13.28.jpg,0,0
train\0415c3_0-imgslice.13.3.jpg,0,0
train\0415c3_0-imgslice.13.4.jpg,0,0
train\0415c3_0-imgslice.13.5.jpg,0,0
train\0415c3_0-imgslice.13.6.jpg,0,0
train\0415c3_0-imgslice.13.7.jpg,0,0
train\0415c3_0-imgslice.13.8.jpg,0,1
train\0415c3_0-imgslice.13.9.jpg,0,1
train\0415c3_0-imgslice.14.0.jpg,0,0
train\0415c3_0-imgslice.14.1.jpg,0,0
train\0415c3_0-imgslice.14.10.jpg,0,1
train\0415c3_0-imgslice.14.11.jpg,0,1
train\0415c3_0-imgslice.14.12.jpg,0,1
train\0415c3_0-imgslice.14.13.jpg,0,1
train\0415c3_0-imgslice.14.14.jpg,0,1
train\0415c3_0-imgslice.14.15.jpg,0,1
train\0415c3_0-imgslice.14.16.jpg,0,1
train\0415c3_0-imgslice.14.17.jpg,0,1
train\0415c3_0-imgslice.14.18.jpg,0,0
train\0415c3_0-imgslice.14.19.jpg,0,0
train\0415c3_0-imgslice.14.2.jpg,0,0
train\0415c3_0-imgslice.14.20.jpg,0,0
train\0415c3_0-imgslice.14.21.jpg,0,0
train\0415c3_0-imgslice.14.22.jpg,0,0
train\0415c3_0-imgslice.14.23.jpg,0,0
train\0415c3_0-imgslice.14.24.jpg,0,0
train\0415c3_0-imgslice.14.25.jpg,0,0
train\0415c3_0-imgslice.14.26.jpg,0,0
train\0415c3_0-imgslice.14.27.jpg,0,0
train\0415c3_0-imgslice.14.28.jpg,0,0
train\0415c3_0-imgslice.14.3.jpg,0,0
train\0415c3_0-imgslice.14.4.jpg,0,0
train\0415c3_0-imgslice.14.5.jpg,0,0
train\0415c3_0-imgslice.14.6.jpg,0,0
train\0415c3_0-imgslice.14.7.jpg,0,0
train\0415c3_0-imgslice.14.8.jpg,0,1
train\0415c3_0-imgslice.14.9.jpg,0,1
train\0415c3_0-imgslice.15.0.jpg,0,0
train\0415c3_0-imgslice.15.1.jpg,0,0
train\0415c3_0-imgslice.15.10.jpg,0,1
train\0415c3_0-imgslice.15.11.jpg,0,1
train\0415c3_0-imgslice.15.12.jpg,0,1
train\0415c3_0-imgslice.15.13.jpg,0,1
train\0415c3_0-imgslice.15.14.jpg,0,1
train\0415c3_0-imgslice.15.15.jpg,0,1
train\0415c3_0-imgslice.15.16.jpg,0,1
train\0415c3_0-imgslice.15.17.jpg,0,1
train\0415c3_0-imgslice.15.18.jpg,0,1
train\0415c3_0-imgslice.15.19.jpg,0,0
train\0415c3_0-imgslice.15.2.jpg,0,0
train\0415c3_0-imgslice.15.20.jpg,0,0
train\0415c3_0-imgslice.15.21.jpg,0,0
train\0415c3_0-imgslice.15.22.jpg,0,0
train\0415c3_0-imgslice.15.23.jpg,0,0
train\0415c3_0-imgslice.15.24.jpg,0,0
train\0415c3_0-imgslice.15.25.jpg,0,0
train\0415c3_0-imgslice.15.26.jpg,0,0
train\0415c3_0-imgslice.15.27.jpg,0,0
train\0415c3_0-imgslice.15.28.jpg,0,0
train\0415c3_0-imgslice.15.3.jpg,0,0
train\0415c3_0-imgslice.15.4.jpg,0,0
train\0415c3_0-imgslice.15.5.jpg,0,0
train\0415c3_0-imgslice.15.6.jpg,0,0
train\0415c3_0-imgslice.15.7.jpg,0,1
train\0415c3_0-imgslice.15.8.jpg,0,1
train\0415c3_0-imgslice.15.9.jpg,0,1
train\0415c3_0-imgslice.16.0.jpg,0,0
train\0415c3_0-imgslice.16.1.jpg,0,0
train\0415c3_0-imgslice.16.10.jpg,0,1
train\0415c3_0-imgslice.16.11.jpg,0,1
train\0415c3_0-imgslice.16.12.jpg,0,1
train\0415c3_0-imgslice.16.13.jpg,0,1
train\0415c3_0-imgslice.16.14.jpg,0,1
train\0415c3_0-imgslice.16.15.jpg,0,1
train\0415c3_0-imgslice.16.16.jpg,0,1
train\0415c3_0-imgslice.16.17.jpg,0,1
train\0415c3_0-imgslice.16.18.jpg,0,1
train\0415c3_0-imgslice.16.19.jpg,0,1
train\0415c3_0-imgslice.16.2.jpg,0,0
train\0415c3_0-imgslice.16.20.jpg,0,0
train\0415c3_0-imgslice.16.21.jpg,0,0
train\0415c3_0-imgslice.16.22.jpg,0,0
train\0415c3_0-imgslice.16.23.jpg,0,0
train\0415c3_0-imgslice.16.24.jpg,0,0
train\0415c3_0-imgslice.16.25.jpg,0,0
train\0415c3_0-imgslice.16.26.jpg,0,0
train\0415c3_0-imgslice.16.27.jpg,0,0
train\0415c3_0-imgslice.16.28.jpg,0,0
train\0415c3_0-imgslice.16.3.jpg,0,0
train\0415c3_0-imgslice.16.4.jpg,0,0
train\0415c3_0-imgslice.16.5.jpg,0,0
train\0415c3_0-imgslice.16.6.jpg,0,0
train\0415c3_0-imgslice.16.7.jpg,0,1
train\0415c3_0-imgslice.16.8.jpg,0,1
train\0415c3_0-imgslice.16.9.jpg,0,1
train\0415c3_0-imgslice.17.0.jpg,0,0
train\0415c3_0-imgslice.17.1.jpg,0,0
train\0415c3_0-imgslice.17.10.jpg,0,1
train\0415c3_0-imgslice.17.11.jpg,0,1
train\0415c3_0-imgslice.17.12.jpg,0,1
train\0415c3_0-imgslice.17.13.jpg,0,1
train\0415c3_0-imgslice.17.14.jpg,0,1
train\0415c3_0-imgslice.17.15.jpg,0,1
train\0415c3_0-imgslice.17.16.jpg,0,1
train\0415c3_0-imgslice.17.17.jpg,0,1
train\0415c3_0-imgslice.17.18.jpg,0,1
train\0415c3_0-imgslice.17.19.jpg,0,0
train\0415c3_0-imgslice.17.2.jpg,0,0
train\0415c3_0-imgslice.17.20.jpg,0,0
train\0415c3_0-imgslice.17.21.jpg,0,0
train\0415c3_0-imgslice.17.22.jpg,0,0
train\0415c3_0-imgslice.17.23.jpg,0,0
train\0415c3_0-imgslice.17.24.jpg,0,0
train\0415c3_0-imgslice.17.25.jpg,0,0
train\0415c3_0-imgslice.17.26.jpg,0,0
train\0415c3_0-imgslice.17.27.jpg,0,0
train\0415c3_0-imgslice.17.28.jpg,0,0
train\0415c3_0-imgslice.17.3.jpg,0,0
train\0415c3_0-imgslice.17.4.jpg,0,0
train\0415c3_0-imgslice.17.5.jpg,0,0
train\0415c3_0-imgslice.17.6.jpg,0,0
train\0415c3_0-imgslice.17.7.jpg,0,1
train\0415c3_0-imgslice.17.8.jpg,0,1
train\0415c3_0-imgslice.17.9.jpg,0,1
train\0415c3_0-imgslice.18.0.jpg,0,0
train\0415c3_0-imgslice.18.1.jpg,0,0
train\0415c3_0-imgslice.18.10.jpg,0,1
train\0415c3_0-imgslice.18.11.jpg,0,1
train\0415c3_0-imgslice.18.12.jpg,0,1
train\0415c3_0-imgslice.18.13.jpg,0,1
train\0415c3_0-imgslice.18.14.jpg,0,1
train\0415c3_0-imgslice.18.15.jpg,0,1
train\0415c3_0-imgslice.18.16.jpg,0,1
train\0415c3_0-imgslice.18.17.jpg,0,1
train\0415c3_0-imgslice.18.18.jpg,0,1
train\0415c3_0-imgslice.18.19.jpg,0,0
train\0415c3_0-imgslice.18.2.jpg,0,0
train\0415c3_0-imgslice.18.20.jpg,0,0
train\0415c3_0-imgslice.18.21.jpg,0,0
train\0415c3_0-imgslice.18.22.jpg,0,0
train\0415c3_0-imgslice.18.23.jpg,0,0
train\0415c3_0-imgslice.18.24.jpg,0,0
train\0415c3_0-imgslice.18.25.jpg,0,0
train\0415c3_0-imgslice.18.26.jpg,0,0
train\0415c3_0-imgslice.18.27.jpg,0,0
train\0415c3_0-imgslice.18.28.jpg,0,0
train\0415c3_0-imgslice.18.3.jpg,0,0
train\0415c3_0-imgslice.18.4.jpg,0,0
train\0415c3_0-imgslice.18.5.jpg,0,0
train\0415c3_0-imgslice.18.6.jpg,0,0
train\0415c3_0-imgslice.18.7.jpg,0,1
train\0415c3_0-imgslice.18.8.jpg,0,1
train\0415c3_0-imgslice.18.9.jpg,0,1
train\0415c3_0-imgslice.19.0.jpg,0,0
train\0415c3_0-imgslice.19.1.jpg,0,0
train\0415c3_0-imgslice.19.10.jpg,0,1
train\0415c3_0-imgslice.19.11.jpg,0,1
train\0415c3_0-imgslice.19.12.jpg,0,1
train\0415c3_0-imgslice.19.13.jpg,0,1
train\0415c3_0-imgslice.19.14.jpg,0,1
train\0415c3_0-imgslice.19.15.jpg,0,1
train\0415c3_0-imgslice.19.16.jpg,0,1
train\0415c3_0-imgslice.19.17.jpg,0,1
train\0415c3_0-imgslice.19.18.jpg,0,1
train\0415c3_0-imgslice.19.19.jpg,0,1
train\0415c3_0-imgslice.19.2.jpg,0,0
train\0415c3_0-imgslice.19.20.jpg,0,0
train\0415c3_0-imgslice.19.21.jpg,0,0
train\0415c3_0-imgslice.19.22.jpg,0,0
train\0415c3_0-imgslice.19.23.jpg,0,0
train\0415c3_0-imgslice.19.24.jpg,0,0
train\0415c3_0-imgslice.19.25.jpg,0,0
train\0415c3_0-imgslice.19.26.jpg,0,0
train\0415c3_0-imgslice.19.27.jpg,0,0
train\0415c3_0-imgslice.19.28.jpg,0,0
train\0415c3_0-imgslice.19.3.jpg,0,0
train\0415c3_0-imgslice.19.4.jpg,0,0
train\0415c3_0-imgslice.19.5.jpg,0,0
train\0415c3_0-imgslice.19.6.jpg,0,0
train\0415c3_0-imgslice.19.7.jpg,0,0
train\0415c3_0-imgslice.19.8.jpg,0,1
train\0415c3_0-imgslice.19.9.jpg,0,1
train\0415c3_0-imgslice.2.0.jpg,0,0
train\0415c3_0-imgslice.2.1.jpg,0,0
train\0415c3_0-imgslice.2.10.jpg,0,0
train\0415c3_0-imgslice.2.11.jpg,0,0
train\0415c3_0-imgslice.2.12.jpg,0,0
train\0415c3_0-imgslice.2.13.jpg,0,0
train\0415c3_0-imgslice.2.14.jpg,0,0
train\0415c3_0-imgslice.2.15.jpg,0,0
train\0415c3_0-imgslice.2.16.jpg,0,0
train\0415c3_0-imgslice.2.17.jpg,0,0
train\0415c3_0-imgslice.2.18.jpg,0,0
train\0415c3_0-imgslice.2.19.jpg,0,0
train\0415c3_0-imgslice.2.2.jpg,0,0
train\0415c3_0-imgslice.2.20.jpg,0,0
train\0415c3_0-imgslice.2.21.jpg,0,0
train\0415c3_0-imgslice.2.22.jpg,0,0
train\0415c3_0-imgslice.2.23.jpg,0,0
train\0415c3_0-imgslice.2.24.jpg,0,1
train\0415c3_0-imgslice.2.25.jpg,0,1
train\0415c3_0-imgslice.2.26.jpg,0,1
train\0415c3_0-imgslice.2.27.jpg,0,1
train\0415c3_0-imgslice.2.28.jpg,0,0
train\0415c3_0-imgslice.2.3.jpg,0,0
train\0415c3_0-imgslice.2.4.jpg,0,0
train\0415c3_0-imgslice.2.5.jpg,0,0
train\0415c3_0-imgslice.2.6.jpg,0,0
train\0415c3_0-imgslice.2.7.jpg,0,0
train\0415c3_0-imgslice.2.8.jpg,0,0
train\0415c3_0-imgslice.2.9.jpg,0,0
train\0415c3_0-imgslice.20.0.jpg,0,0
train\0415c3_0-imgslice.20.1.jpg,0,0
train\0415c3_0-imgslice.20.10.jpg,0,1
train\0415c3_0-imgslice.20.11.jpg,0,1
train\0415c3_0-imgslice.20.12.jpg,0,1
train\0415c3_0-imgslice.20.13.jpg,0,1
train\0415c3_0-imgslice.20.14.jpg,0,0
train\0415c3_0-imgslice.20.15.jpg,0,0
train\0415c3_0-imgslice.20.16.jpg,0,0
train\0415c3_0-imgslice.20.17.jpg,0,1
train\0415c3_0-imgslice.20.18.jpg,0,1
train\0415c3_0-imgslice.20.19.jpg,0,1
train\0415c3_0-imgslice.20.2.jpg,0,0
train\0415c3_0-imgslice.20.20.jpg,0,0
train\0415c3_0-imgslice.20.21.jpg,0,0
train\0415c3_0-imgslice.20.22.jpg,0,0
train\0415c3_0-imgslice.20.23.jpg,0,0
train\0415c3_0-imgslice.20.24.jpg,0,0
train\0415c3_0-imgslice.20.25.jpg,0,0
train\0415c3_0-imgslice.20.26.jpg,0,0
train\0415c3_0-imgslice.20.27.jpg,0,0
train\0415c3_0-imgslice.20.28.jpg,0,0
train\0415c3_0-imgslice.20.3.jpg,0,0
train\0415c3_0-imgslice.20.4.jpg,0,0
train\0415c3_0-imgslice.20.5.jpg,0,0
train\0415c3_0-imgslice.20.6.jpg,0,0
train\0415c3_0-imgslice.20.7.jpg,0,0
train\0415c3_0-imgslice.20.8.jpg,0,1
train\0415c3_0-imgslice.20.9.jpg,0,1
train\0415c3_0-imgslice.21.0.jpg,0,0
train\0415c3_0-imgslice.21.1.jpg,0,0
train\0415c3_0-imgslice.21.10.jpg,0,1
train\0415c3_0-imgslice.21.11.jpg,0,1
train\0415c3_0-imgslice.21.12.jpg,0,0
train\0415c3_0-imgslice.21.13.jpg,0,0
train\0415c3_0-imgslice.21.14.jpg,0,0
train\0415c3_0-imgslice.21.15.jpg,0,0
train\0415c3_0-imgslice.21.16.jpg,0,0
train\0415c3_0-imgslice.21.17.jpg,0,0
train\0415c3_0-imgslice.21.18.jpg,0,0
train\0415c3_0-imgslice.21.19.jpg,0,0
train\0415c3_0-imgslice.21.2.jpg,0,0
train\0415c3_0-imgslice.21.20.jpg,0,0
train\0415c3_0-imgslice.21.21.jpg,0,0
train\0415c3_0-imgslice.21.22.jpg,0,0
train\0415c3_0-imgslice.21.23.jpg,0,1
train\0415c3_0-imgslice.21.24.jpg,0,0
train\0415c3_0-imgslice.21.25.jpg,0,0
train\0415c3_0-imgslice.21.26.jpg,0,0
train\0415c3_0-imgslice.21.27.jpg,0,0
train\0415c3_0-imgslice.21.28.jpg,0,0
train\0415c3_0-imgslice.21.3.jpg,0,0
train\0415c3_0-imgslice.21.4.jpg,0,0
train\0415c3_0-imgslice.21.5.jpg,0,0
train\0415c3_0-imgslice.21.6.jpg,0,0
train\0415c3_0-imgslice.21.7.jpg,0,0
train\0415c3_0-imgslice.21.8.jpg,0,0
train\0415c3_0-imgslice.21.9.jpg,0,1
train\0415c3_0-imgslice.22.0.jpg,0,0
train\0415c3_0-imgslice.22.1.jpg,0,0
train\0415c3_0-imgslice.22.10.jpg,0,0
train\0415c3_0-imgslice.22.11.jpg,0,0
train\0415c3_0-imgslice.22.12.jpg,0,0
train\0415c3_0-imgslice.22.13.jpg,0,0
train\0415c3_0-imgslice.22.14.jpg,0,0
train\0415c3_0-imgslice.22.15.jpg,0,0
train\0415c3_0-imgslice.22.16.jpg,0,0
train\0415c3_0-imgslice.22.17.jpg,0,0
train\0415c3_0-imgslice.22.18.jpg,0,0
train\0415c3_0-imgslice.22.19.jpg,0,0
train\0415c3_0-imgslice.22.2.jpg,0,0
train\0415c3_0-imgslice.22.20.jpg,0,0
train\0415c3_0-imgslice.22.21.jpg,0,0
train\0415c3_0-imgslice.22.22.jpg,0,0
train\0415c3_0-imgslice.22.23.jpg,0,0
train\0415c3_0-imgslice.22.24.jpg,0,0
train\0415c3_0-imgslice.22.25.jpg,0,0
train\0415c3_0-imgslice.22.26.jpg,0,0
train\0415c3_0-imgslice.22.27.jpg,0,0
train\0415c3_0-imgslice.22.28.jpg,0,0
train\0415c3_0-imgslice.22.3.jpg,0,0
train\0415c3_0-imgslice.22.4.jpg,0,0
train\0415c3_0-imgslice.22.5.jpg,0,0
train\0415c3_0-imgslice.22.6.jpg,0,0
train\0415c3_0-imgslice.22.7.jpg,0,0
train\0415c3_0-imgslice.22.8.jpg,0,0
train\0415c3_0-imgslice.22.9.jpg,0,0
train\0415c3_0-imgslice.23.0.jpg,0,0
train\0415c3_0-imgslice.23.1.jpg,0,0
train\0415c3_0-imgslice.23.10.jpg,0,0
train\0415c3_0-imgslice.23.11.jpg,0,0
train\0415c3_0-imgslice.23.12.jpg,0,0
train\0415c3_0-imgslice.23.13.jpg,0,0
train\0415c3_0-imgslice.23.14.jpg,0,0
train\0415c3_0-imgslice.23.15.jpg,0,0
train\0415c3_0-imgslice.23.16.jpg,0,0
train\0415c3_0-imgslice.23.17.jpg,0,0
train\0415c3_0-imgslice.23.18.jpg,0,0
train\0415c3_0-imgslice.23.19.jpg,0,0
train\0415c3_0-imgslice.23.2.jpg,0,0
train\0415c3_0-imgslice.23.20.jpg,0,0
train\0415c3_0-imgslice.23.21.jpg,0,0
train\0415c3_0-imgslice.23.22.jpg,0,0
train\0415c3_0-imgslice.23.23.jpg,0,0
train\0415c3_0-imgslice.23.24.jpg,0,0
train\0415c3_0-imgslice.23.25.jpg,0,0
train\0415c3_0-imgslice.23.26.jpg,0,0
train\0415c3_0-imgslice.23.27.jpg,0,0
train\0415c3_0-imgslice.23.28.jpg,0,0
train\0415c3_0-imgslice.23.3.jpg,0,0
train\0415c3_0-imgslice.23.4.jpg,0,0
train\0415c3_0-imgslice.23.5.jpg,0,0
train\0415c3_0-imgslice.23.6.jpg,0,0
train\0415c3_0-imgslice.23.7.jpg,0,0
train\0415c3_0-imgslice.23.8.jpg,0,0
train\0415c3_0-imgslice.23.9.jpg,0,0
train\0415c3_0-imgslice.24.0.jpg,0,0
train\0415c3_0-imgslice.24.1.jpg,0,0
train\0415c3_0-imgslice.24.10.jpg,0,0
train\0415c3_0-imgslice.24.11.jpg,0,0
train\0415c3_0-imgslice.24.12.jpg,0,0
train\0415c3_0-imgslice.24.13.jpg,0,0
train\0415c3_0-imgslice.24.14.jpg,0,0
train\0415c3_0-imgslice.24.15.jpg,0,0
train\0415c3_0-imgslice.24.16.jpg,0,0
train\0415c3_0-imgslice.24.17.jpg,0,0
train\0415c3_0-imgslice.24.18.jpg,0,0
train\0415c3_0-imgslice.24.19.jpg,0,0
train\0415c3_0-imgslice.24.2.jpg,0,0
train\0415c3_0-imgslice.24.20.jpg,0,0
train\0415c3_0-imgslice.24.21.jpg,0,0
train\0415c3_0-imgslice.24.22.jpg,0,0
train\0415c3_0-imgslice.24.23.jpg,0,0
train\0415c3_0-imgslice.24.24.jpg,0,0
train\0415c3_0-imgslice.24.25.jpg,0,0
train\0415c3_0-imgslice.24.26.jpg,0,0
train\0415c3_0-imgslice.24.27.jpg,0,0
train\0415c3_0-imgslice.24.28.jpg,0,0
train\0415c3_0-imgslice.24.3.jpg,0,0
train\0415c3_0-imgslice.24.4.jpg,0,0
train\0415c3_0-imgslice.24.5.jpg,0,0
train\0415c3_0-imgslice.24.6.jpg,0,0
train\0415c3_0-imgslice.24.7.jpg,0,0
train\0415c3_0-imgslice.24.8.jpg,0,0
train\0415c3_0-imgslice.24.9.jpg,0,0
train\0415c3_0-imgslice.25.0.jpg,0,0
train\0415c3_0-imgslice.25.1.jpg,0,0
train\0415c3_0-imgslice.25.10.jpg,0,0
train\0415c3_0-imgslice.25.11.jpg,0,0
train\0415c3_0-imgslice.25.12.jpg,0,0
train\0415c3_0-imgslice.25.13.jpg,0,0
train\0415c3_0-imgslice.25.14.jpg,0,0
train\0415c3_0-imgslice.25.15.jpg,0,0
train\0415c3_0-imgslice.25.16.jpg,0,0
train\0415c3_0-imgslice.25.17.jpg,0,0
train\0415c3_0-imgslice.25.18.jpg,0,0
train\0415c3_0-imgslice.25.19.jpg,0,0
train\0415c3_0-imgslice.25.2.jpg,0,0
train\0415c3_0-imgslice.25.20.jpg,0,0
train\0415c3_0-imgslice.25.21.jpg,0,0
train\0415c3_0-imgslice.25.22.jpg,0,0
train\0415c3_0-imgslice.25.23.jpg,0,0
train\0415c3_0-imgslice.25.24.jpg,0,0
train\0415c3_0-imgslice.25.25.jpg,0,0
train\0415c3_0-imgslice.25.26.jpg,0,0
train\0415c3_0-imgslice.25.27.jpg,0,0
train\0415c3_0-imgslice.25.28.jpg,0,0
train\0415c3_0-imgslice.25.3.jpg,0,0
train\0415c3_0-imgslice.25.4.jpg,0,0
train\0415c3_0-imgslice.25.5.jpg,0,0
train\0415c3_0-imgslice.25.6.jpg,0,0
train\0415c3_0-imgslice.25.7.jpg,0,0
train\0415c3_0-imgslice.25.8.jpg,0,0
train\0415c3_0-imgslice.25.9.jpg,0,0
train\0415c3_0-imgslice.26.0.jpg,0,0
train\0415c3_0-imgslice.26.1.jpg,0,0
train\0415c3_0-imgslice.26.10.jpg,0,0
train\0415c3_0-imgslice.26.11.jpg,0,0
train\0415c3_0-imgslice.26.12.jpg,0,0
train\0415c3_0-imgslice.26.13.jpg,0,0
train\0415c3_0-imgslice.26.14.jpg,0,0
train\0415c3_0-imgslice.26.15.jpg,0,0
train\0415c3_0-imgslice.26.16.jpg,0,0
train\0415c3_0-imgslice.26.17.jpg,0,0
train\0415c3_0-imgslice.26.18.jpg,0,0
